St_Date,LAT,LOG,Area,SubArea,FdYear,p,R
5_31F1,51.0107,1.105,5,31F1,0.00039,0.859,0.036
5_31F1,51.0141,1.1097,5,31F1,0.00039,0.859,0.036
5_31F1,51.0149,1.7733,5,31F1,0.00039,0.859,0.036
5_31F1,51.0206,1.7899,5,31F1,0.00039,0.859,0.036
5_31F1,51.0232,1.7981,5,31F1,0.00039,0.859,0.036
5_31F1,51.0344,1.8301,5,31F1,0.00039,0.859,0.036
5_31F1,51.0356,1.8346,5,31F1,0.00039,0.859,0.036
5_31F1,51.0376,1.8381,5,31F1,0.00039,0.859,0.036
5_31F1,51.0382,1.8392,5,31F1,0.00039,0.859,0.036
5_31F1,51.0403,1.8456,5,31F1,0.00039,0.859,0.036
5_31F1,51.0437,1.1806,5,31F1,0.00039,0.859,0.036
5_31F1,51.043,1.8586,5,31F1,0.00039,0.859,0.036
5_31F1,51.0441,1.1826,5,31F1,0.00039,0.859,0.036
5_31F1,51.0444,1.1844,5,31F1,0.00039,0.859,0.036
5_31F1,51.0509,1.2265,5,31F1,0.00039,0.859,0.036
5_31F1,51.0515,1.232,5,31F1,0.00039,0.859,0.036
5_31F1,51.0667,1.9166,5,31F1,0.00039,0.859,0.036
5_31F1,51.0822,1.9192,5,31F1,0.00039,0.859,0.036
5_31F1,51.0832,1.9218,5,31F1,0.00039,0.859,0.036
5_31F1,51.0833,1.8667,5,31F1,0.00039,0.859,0.036
6_31F2,51.0833,2.0333,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.0845,1.8791,5,31F1,0.00039,0.859,0.036
5_31F1,51.0872,1.9107,5,31F1,0.00039,0.859,0.036
5_31F1,51.0887,1.9566,5,31F1,0.00039,0.859,0.036
5_31F1,51.0892,1.9606,5,31F1,0.00039,0.859,0.036
5_31F1,51.0894,1.9638,5,31F1,0.00039,0.859,0.036
5_31F1,51.0919,1.9506,5,31F1,0.00039,0.859,0.036
6_31F2,51.0953,2.0374,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.0971,2.0428,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.0972,1.8375,5,31F1,0.00039,0.859,0.036
6_31F2,51.0996,2.0501,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1016,2.0592,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1024,2.0575,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1027,2.0602,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1035,2.062,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1043,2.0335,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1053,2.0451,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.107,2.0466,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1117,2.1019,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1143,2.0798,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1166,2.1,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1167,2.1167,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1181,2.1041,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1183,2.1097,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1185,2.0999,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1187,2.1104,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1235,2.1798,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1259,2.1895,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1333,2.1831,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1333,2.2118,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1333,2.2167,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1333,2.2167,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1353,2.2154,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1389,2.2219,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.138,2.2127,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1408,2.2256,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1433,2.15,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1825,2.3875,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1887,2.3909,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.05,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.1,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.1,2.1,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.2138,1.654,5,31F1,0.00039,0.859,0.036
6_31F2,51.2167,2.0333,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2167,2.0667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2167,2.15,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2333,2.05,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2333,2.0833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2333,2.1667,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.2459,1.7077,5,31F1,0.00039,0.859,0.036
5_31F1,51.246,1.71,5,31F1,0.00039,0.859,0.036
5_31F1,51.2568,1.7149,5,31F1,0.00039,0.859,0.036
5_31F1,51.2576,1.7158,5,31F1,0.00039,0.859,0.036
5_31F1,51.2585,1.716,5,31F1,0.00039,0.859,0.036
5_31F1,51.2599,1.7173,5,31F1,0.00039,0.859,0.036
5_31F1,51.2641,1.7195,5,31F1,0.00039,0.859,0.036
6_31F2,51.2667,2.2,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.2674,1.7212,5,31F1,0.00039,0.859,0.036
5_31F1,51.2713,1.7238,5,31F1,0.00039,0.859,0.036
6_31F2,51.2833,2.2,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.28,1.7283,5,31F1,0.00039,0.859,0.036
5_31F1,51.2901,1.733,5,31F1,0.00039,0.859,0.036
5_31F1,51.294,1.7365,5,31F1,0.00039,0.859,0.036
5_31F1,51.2994,1.7386,5,31F1,0.00039,0.859,0.036
6_31F2,51.2,2.0333,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2,2,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.2,2.4167,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.3002,1.7397,5,31F1,0.00039,0.859,0.036
5_31F1,51.3024,1.7405,5,31F1,0.00039,0.859,0.036
6_31F2,51.3067,2.0438,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.3078,1.7441,5,31F1,0.00039,0.859,0.036
6_31F2,51.3083,2.047,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3118,2.0562,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3123,2.0574,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3133,2.0577,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3164,2.0642,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3167,2.55,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.3228,1.7451,5,31F1,0.00039,0.859,0.036
5_31F1,51.325,1.7455,5,31F1,0.00039,0.859,0.036
5_31F1,51.361,1.766,5,31F1,0.00039,0.859,0.036
6_31F2,51.3667,2.35,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3721,2.2485,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3824,2.263,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3833,2.2666,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3833,2.2667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3833,2.2667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3954,2.2806,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3955,2.2807,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.3967,2.2857,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4025,2.2914,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4034,2.2927,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.3833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.3833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.45,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.9333,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.9333,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4167,2.95,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4303,2.4031,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.4333,1.7666,5,31F1,0.00039,0.859,0.036
5_31F1,51.4333,1.7666,5,31F1,0.00039,0.859,0.036
6_31F2,51.4333,2.9833,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.45,2.2,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.45,2.4167,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.45,2.4667,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.45,2.4,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4646,2.3303,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4666,2.3,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4666,2.3,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.4667,1.7667,5,31F1,0.00039,0.859,0.036
5_31F1,51.4667,1.7667,5,31F1,0.00039,0.859,0.036
5_31F1,51.4667,1.7833,5,31F1,0.00039,0.859,0.036
5_31F1,51.4667,1.7833,5,31F1,0.00039,0.859,0.036
5_31F1,51.4667,1.8667,5,31F1,0.00039,0.859,0.036
6_31F2,51.4671,2.4291,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4686,2.3245,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.4695,1.7755,5,31F1,0.00039,0.859,0.036
6_31F2,51.4705,2.3208,6,31F2,-0.00427,0.00151,-0.485
6_31F2,51.4706,2.4285,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.4731,1.7848,5,31F1,0.00039,0.859,0.036
5_31F1,51.4833,1.7666,5,31F1,0.00039,0.859,0.036
5_31F1,51.4833,1.7833,5,31F1,0.00039,0.859,0.036
6_31F2,51.4833,2.3333,6,31F2,-0.00427,0.00151,-0.485
5_31F1,51.4868,1.7611,5,31F1,0.00039,0.859,0.036
5_31F1,51.4869,1.7653,5,31F1,0.00039,0.859,0.036
5_31F1,51.4873,1.7788,5,31F1,0.00039,0.859,0.036
5_31F1,51.4875,1.7833,5,31F1,0.00039,0.859,0.036
5_31F1,51.4888,1.7795,5,31F1,0.00039,0.859,0.036
6_32F2,51.5166,2.0334,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5167,2.05,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5167,2.05,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5167,2.1,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5167,2.1,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.5212,1.7571,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5216,1.7561,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5218,1.7569,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5225,1.7573,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5234,1.7574,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5236,1.7586,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5249,1.7572,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5258,1.7576,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5284,1.7575,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5295,1.7616,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5298,1.82,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5307,1.7565,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5314,1.8226,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5325,1.8223,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5333,1.75,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.5333,2.0833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5333,2.1,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.534,1.749,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5353,1.7544,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5355,1.8285,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5455,1.7546,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5478,1.8344,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5508,1.781,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5508,1.8338,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5514,1.7544,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5517,1.7575,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5546,1.7544,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.5561,2.1293,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.5593,1.7525,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.55,2.1167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.55,2.1167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.55,2.1167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.55,2.1167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.55,2.1167,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.561,1.7541,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.5633,2.7677,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5643,2.7643,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.5667,1.6,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5667,1.85,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.5667,2.7667,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.5668,1.7553,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.5668,2.7688,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.566,1.7514,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.5678,1.8461,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.567,2.7677,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5703,2.7712,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5751,2.7738,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5753,2.775,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5803,2.78,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5805,2.7812,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5821,2.7797,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.7667,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.7667,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.7667,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.7833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.7833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5833,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5835,2.7766,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5862,2.7868,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.586,2.7853,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5883,2.7859,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5895,2.7893,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.5895,3.1513,6,32F3,-0.000895,0.562,-0.101
6_32F2,51.5915,2.7864,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5947,2.2812,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5948,2.794,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.5963,2.7943,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.5,1.7667,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.6059,2.8001,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6117,2.5322,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6166,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.6166,3.15,6,32F3,-0.000895,0.562,-0.101
5_32F1,51.6167,1.8,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.6167,2.1333,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6167,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6175,2.8098,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6181,2.5394,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6185,2.5388,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6197,2.5401,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6207,2.8027,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.6213,3.1647,6,32F3,-0.000895,0.562,-0.101
6_32F2,51.621,2.8032,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6221,2.8188,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6238,2.8057,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6245,2.8057,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.624,2.806,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.626,3.1677,6,32F3,-0.000895,0.562,-0.101
6_32F2,51.6272,2.8107,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.6285,3.1668,6,32F3,-0.000895,0.562,-0.101
6_32F2,51.6289,2.8123,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6295,2.8127,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6308,2.8118,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.631,2.815,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6324,2.8129,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.15,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.15,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8166,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8333,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6333,2.8,6,32F2,-0.00359,0.00366,-0.449
6_32F3,51.6333,3.3667,6,32F3,-0.000895,0.562,-0.101
6_32F2,51.63,2.8115,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6403,2.8161,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6412,2.5587,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6446,2.56,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6468,2.8215,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6486,2.8227,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6575,2.1584,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6578,2.1464,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6583,2.1742,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.658,2.1761,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.65,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.65,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.65,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.65,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.65,2.8167,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6626,2.6228,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.662,2.153,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6642,2.1518,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6643,2.8322,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6653,2.1651,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6661,2.1651,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6666,2.9166,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6667,2.1333,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6667,2.65,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6667,2.8333,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6671,2.1637,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6687,2.1665,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.671,2.9326,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.6743,1.8608,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.6776,1.8623,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.6826,2.1433,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6833,2.2,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6836,2.1363,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6849,2.1467,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6865,2.1351,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6886,2.1433,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.6,1.7333,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.6,2.7833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6,2.7833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6,2.7833,6,32F2,-0.00359,0.00366,-0.449
6_32F2,51.6,2.8,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.7052,1.8755,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7138,1.8648,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7161,1.8778,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7166,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.7167,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7167,1.9,5,32F1,-0.00344,0.00681,-0.421
6_32F2,51.7167,2.2167,6,32F2,-0.00359,0.00366,-0.449
5_32F1,51.7174,1.8728,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7196,1.7573,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7203,1.7528,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7221,1.8893,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7303,1.8766,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7325,1.7356,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7333,1.7833,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7338,1.7425,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7351,1.7421,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7357,1.7433,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7372,1.742,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7383,1.7443,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.73,1.7377,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7403,1.7585,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7412,1.7489,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7428,1.7482,5,32F1,-0.00344,0.00681,-0.421
6_32F3,51.7431,3.3726,6,32F3,-0.000895,0.562,-0.101
5_32F1,51.7433,1.75,5,32F1,-0.00344,0.00681,-0.421
6_32F3,51.7451,3.3781,6,32F3,-0.000895,0.562,-0.101
5_32F1,51.7495,1.7603,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7517,1.7569,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.751,1.7563,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7554,1.9166,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7556,1.7631,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.7568,1.7622,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.7333,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.75,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.7667,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.7667,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.7667,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.7667,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.9108,5,32F1,-0.00344,0.00681,-0.421
5_32F1,51.75,1.9,5,32F1,-0.00344,0.00681,-0.421
