LAT,LOG,Date,Area,SubArea,Values
43.506,-2.1744,10/24/2014,Gs,5,0.105113072
43.5582,-2.2091,10/24/2014,Gs,6,0.219638156
43.6024,-2.2949,10/24/2014,Gs,7,0
43.6856,-1.4891,10/26/2011,Gs,2,0.034735679
43.6896,-1.4846,10/21/2012,Gs,1,0.161136629
43.691,-1.6494,10/22/2001,Gs,3,0.312313173
43.6931,-1.4885,10/18/1998,Gs,2,0.117073629
43.6951,-1.4819,10/17/2009,Gs,1,0.208205791
43.6959,-1.4812,10/26/2011,Gs,1,0.079637818
43.6959,-1.4816,10/24/2005,Gs,1,0.070286005
43.6964,-1.4883,10/31/2021,Gs,2,0.116425042
43.6989,-1.6842,10/24/2008,Gs,3,0.014221935
43.6994,-1.6874,10/21/2013,Gs,3,0.375302445
43.6995,-1.6895,10/25/2014,Gs,3,0.426475507
43.6998,-1.488,10/22/2007,Gs,2,0.095774664
43.69,-1.4887,10/24/2015,Gs,2,0.045920285
43.7188,-1.4874,10/26/2018,Gs,2,0
43.7208,-1.4902,10/23/2016,Gs,2,0.372501002
43.7233,-1.4871,10/24/2008,Gs,2,0.042037685
43.7255,-1.4869,11/2/2020,Gs,2,0.4010263
43.7444,-1.5014,10/26/2014,Gs,2,0.060012406
43.7521,-1.4996,10/26/2006,Gs,2,0.286109072
43.7539,-1.4995,10/26/2018,Gs,2,0.339092234
43.75,-1.5,10/10/1997,Gs,2,0.030912037
43.7642,-1.9625,11/1/2004,Gs,4,0.420040652
43.7813,-1.4527,10/26/2014,Gs,1,0.293715405
43.7819,-1.4931,10/24/2008,Gs,2,0.054960454
43.7823,-1.4934,10/23/2016,Gs,2,0.365972612
43.7835,-1.4517,10/17/2009,Gs,1,0
43.7848,-1.4935,10/24/2005,Gs,2,0.308749863
43.785,-1.4929,11/2/2020,Gs,2,0.418822795
43.7953,-1.9688,10/24/2015,Gs,4,0.139538596
43.8014,-1.6255,10/26/2003,Gs,3,0.145224613
43.8033,-1.9931,11/3/2020,Gs,4,0.113655826
43.8034,-1.6249,11/1/2004,Gs,3,0.063884332
43.8039,-1.9918,10/18/1998,Gs,4,0.383902522
43.8062,-1.9932,10/24/2016,Gs,4,0.168150623
43.8112,-1.9922,10/25/2006,Gs,4,0.107165646
43.8117,-1.4533,10/10/1997,Gs,1,0.142977084
43.815,-1.4521,10/26/2006,Gs,1,0.402437751
43.8269,-1.6255,10/22/2007,Gs,3,0.042200662
43.828,-1.9939,10/25/2011,Gs,4,0.326118489
43.8317,-1.9944,10/31/2021,Gs,4,0.086528832
43.8328,-1.9949,10/24/2008,Gs,4,0.187242696
43.8335,-1.9945,10/22/2012,Gs,4,0.437440487
43.8343,-1.9946,10/24/2015,Gs,4,0.070770233
43.8383,-1.6283,10/26/2006,Gs,3,0.47601738
43.8388,-1.9937,10/26/2018,Gs,4,0.326823306
43.8677,-2.1175,10/22/2001,Gs,6,0.411294835
43.8713,-2.1191,10/25/2006,Gs,6,0.26177751
43.8714,-2.1196,10/26/2003,Gs,6,0.378288675
43.8855,-2.0938,10/29/2000,Gs,5,0.076588276
43.8891,-2.1266,12/17/1999,Gs,6,0.331509687
43.88,-2.12,10/11/1997,Gs,6,0.453565969
43.8905,-2.1275,10/18/1998,Gs,6,0.388986094
43.8908,-2.0954,10/24/2005,Gs,5,0.375917014
43.8914,-1.7343,12/16/1999,Gs,3,0.194233245
43.8933,-1.7383,10/10/1997,Gs,3,0.00563263
43.8935,-2.1306,10/24/2005,Gs,6,0.151041777
43.8977,-1.7376,10/16/2009,Gs,3,0.141070018
43.8991,-1.7369,10/21/2013,Gs,3,0.414741341
43.8996,-1.7367,10/26/2018,Gs,3,0.366390537
43.9015,-1.7361,10/24/2015,Gs,3,0.025606698
43.9016,-2.0971,10/26/2003,Gs,5,0.430231535
43.9023,-1.7359,10/25/2014,Gs,3,0.043089739
43.9031,-2.134,10/15/2002,Gs,6,0.267233042
43.9044,-1.7353,11/2/2020,Gs,3,0.064791112
43.9064,-2.0964,12/17/1999,Gs,5,0.406216176
43.9067,-2.0823,10/16/2009,Gs,5,0.256779552
43.9068,-2.082,10/27/2018,Gs,5,0.364730406
43.9068,-2.096,10/15/2002,Gs,5,0.155221541
43.9071,-2.136,11/1/2004,Gs,6,0.336148373
43.9072,-2.0821,10/21/2013,Gs,5,0.340531634
43.9087,-2.0822,10/25/2014,Gs,5,0.245564472
43.9096,-2.0821,10/24/2016,Gs,5,0.184054163
43.9107,-2.0333,10/16/2009,Gs,4,0.237245444
43.9107,-2.0965,10/18/1998,Gs,5,0.347864697
43.9117,-2.0967,10/10/1997,Gs,5,0.321184634
43.9121,-2.0966,10/25/2011,Gs,5,0.466330907
43.9132,-2.0815,10/23/2010,Gs,5,0.441946859
43.9152,-2.0974,11/2/2004,Gs,5,0.326452741
43.9218,-2.0988,10/25/2014,Gs,5,0.263864609
43.9226,-2.0989,10/23/2015,Gs,5,0.344280553
43.922,-2.0985,10/22/2012,Gs,5,0.143091242
43.9247,-2.0323,10/18/1998,Gs,4,0.060725758
43.9299,-1.7266,10/21/2012,Gs,3,0.122855901
43.9317,-1.726,10/30/2021,Gs,3,0.043340138
43.9331,-1.7255,10/23/2016,Gs,3,0.016303533
43.9365,-2.0803,10/31/2021,Gs,5,0.360360495
43.9399,-2.0333,10/23/2010,Gs,4,0.292483025
43.9414,-2.0342,10/23/2005,Gs,4,0.265191921
43.9437,-2.0336,10/26/2003,Gs,4,0.41550298
43.9452,-2.0347,10/23/2008,Gs,5,0.154922789
43.9496,-2.0344,10/22/2012,Gs,4,0.375032135
43.9497,-2.1626,11/11/1999,Gs,7,0.289991002
43.9501,-2.1613,10/29/2000,Gs,7,0.231992802
43.9505,-2.0327,10/22/2001,Gs,4,0.166706663
43.9533,-2.1619,11/2/2004,Gs,7,0.408859767
43.954,-2.1621,10/15/2002,Gs,7,0
43.9625,-2.0943,10/15/2002,Gs,5,0.476210801
43.9646,-2.1574,10/22/2001,Gs,7,0.435644854
43.9663,-2.1587,10/22/2013,Gs,7,0.347747452
43.9699,-2.1584,10/24/2016,Gs,7,0.116494666
43.96,-2.0333,10/10/1997,Gs,4,0.190613367
43.9728,-2.1576,10/26/2003,Gs,7,0.304490734
43.9732,-2.1571,10/25/2006,Gs,7,0.383076147
43.9733,-2.1612,10/21/2007,Gs,7,0.386143954
43.9743,-2.1607,10/23/2008,Gs,7,0.303011007
43.974,-2.1547,10/23/2010,Gs,7,0.224033459
43.9784,-2.1559,11/3/2020,Gs,7,0.246699347
43.9837,-2.0873,10/25/2006,Gs,5,0.38643832
43.9887,-2.1528,10/16/2009,Gs,7,0.328150973
43.9933,-2.0854,10/22/2001,Gs,5,0.207721837
44.003,-2.1511,10/25/2011,Gs,7,0.335931369
44.0071,-2.1497,10/22/2012,Gs,7,0.213514587
44.0147,-2.149,10/25/2014,Gs,7,0
44.0166,-2.1489,10/27/2018,Gs,7,0
44.0195,-2.1491,10/23/2015,Gs,7,0.238142189
44.055,-2.0947,10/22/2013,Gs,6,0.276764461
44.0566,-2.0941,10/30/2021,Gs,6,0.221988431
44.0583,-2.0934,10/23/2010,Gs,6,0.265254919
44.0646,-1.3887,10/26/2011,Gs,1,0.156024593
44.0658,-1.3882,10/31/2021,Gs,2,0
44.0688,-2.0779,10/27/2018,Gs,6,0.31673533
44.0746,-2.0751,11/3/2020,Gs,6,0.334512142
44.0762,-1.7911,10/27/2018,Gs,3,0.061455876
44.0763,-1.791,11/2/2004,Gs,3,0.48847436
44.0774,-1.788,11/2/2020,Gs,4,0.145245125
44.0819,-1.7654,10/25/2003,Gs,3,0.500573882
44.0865,-2.0756,10/25/2011,Gs,6,0.415007584
44.089,-2.0683,10/23/2014,Gs,6,0.136068029
44.0904,-1.3789,11/2/2020,Gs,2,0.334056241
44.0906,-2.0676,10/22/2012,Gs,6,0.235446303
44.0915,-1.3786,10/23/2016,Gs,1,0
44.091,-1.7538,10/23/2008,Gs,3,0.491143402
44.0952,-2.0658,10/24/2016,Gs,6,0.137737613
44.0955,-2.0658,10/23/2015,Gs,6,0.128197471
44.095,-1.7429,10/30/2021,Gs,3,0.037149557
44.095,-1.744,10/23/2016,Gs,3,0.021285628
44.0967,-1.3761,10/20/2013,Gs,1,0.286106768
44.1307,-1.9964,10/22/2013,Gs,4,0.210077524
44.1571,-1.3482,10/22/2007,Gs,1,0.40415745
44.1609,-1.3478,10/24/2010,Gs,1,0.462516279
44.168,-1.9897,10/15/2002,Gs,4,0.330029101
44.1722,-1.705,10/22/2007,Gs,3,0.092690844
44.1746,-1.9884,10/23/2005,Gs,4,0.407759339
44.1875,-1.985,10/23/2015,Gs,4,0.282721317
44.1955,-1.3393,10/21/2012,Gs,1,0.324306833
44.1955,-1.4164,10/19/1998,Gs,2,0
44.1973,-1.4203,10/25/2008,Gs,2,0.076084407
44.1976,-1.338,11/2/2004,Gs,1,0
44.2003,-1.4206,10/26/2014,Gs,2,0
44.2083,-1.415,10/12/1997,Gs,2,0.471532002
44.2096,-1.8604,10/29/2000,Gs,4,0.280719083
44.2102,-1.8608,10/19/1998,Gs,4,0.280812178
44.2115,-1.8612,10/27/2018,Gs,4,0.391483765
44.2117,-1.8617,10/11/1997,Gs,4,0.252593728
44.2124,-1.861,10/22/2013,Gs,4,0.121235698
44.2138,-1.862,11/3/2020,Gs,4,0.127608674
44.2155,-1.8629,10/28/2006,Gs,4,0.12983882
44.2181,-1.5991,10/25/2015,Gs,3,0.198213843
44.2196,-1.8662,10/24/2016,Gs,4,0.019527414
44.2204,-1.5984,10/17/2009,Gs,3,0.318434244
44.2221,-1.5973,10/24/2010,Gs,3,0.22296349
44.2327,-1.4158,10/20/2013,Gs,2,0.502613968
44.2405,-1.8751,10/25/2003,Gs,4,0.389571126
44.2412,-1.5897,10/21/2001,Gs,3,0.015418697
44.2438,-1.8822,10/23/2014,Gs,4,0.045202606
44.243,-1.8815,10/23/2008,Gs,4,0.411830025
44.2442,-1.882,10/30/2021,Gs,4,0.162070299
44.2488,-1.5879,10/23/2005,Gs,3,0.411457887
44.2555,-1.3615,10/26/2014,Gs,1,0.148909551
44.2576,-1.3603,10/21/2001,Gs,1,0
44.2579,-1.3609,10/25/2015,Gs,1,0.451161812
44.2589,-1.5834,10/21/2012,Gs,3,0.475674516
44.2637,-1.3561,10/25/2008,Gs,1,0.412672982
44.2682,-1.3535,10/16/2002,Gs,1,0.438141676
44.2886,-1.3414,10/23/2005,Gs,1,0.125076922
44.3872,-2.0409,10/23/2007,Gs,4,0.015860718
44.387,-2.0407,10/28/2018,Gs,4,0.19727648
44.3895,-2.0397,10/17/2002,Gs,4,0.494936376
44.3895,-2.0417,10/25/2008,Gs,4,0.084491509
44.3917,-2.04,10/11/1997,Gs,4,0.432432366
44.3924,-2.0419,10/18/2009,Gs,4,0.306280402
44.3948,-2.0409,11/3/2004,Gs,4,0.105592079
44.3949,-2.0419,10/25/2016,Gs,4,0.008849567
44.4167,-1.8351,10/19/1998,Gs,4,0.379429549
44.4176,-1.8369,10/25/2008,Gs,4,0.184689262
44.4188,-1.8385,10/25/2005,Gs,4,0.407353829
44.4197,-2.0448,10/30/2021,Gs,4,0.043254973
44.4207,-2.0447,10/22/2015,Gs,4,0.137933056
44.4238,-2.0453,10/23/2014,Gs,4,0.129648614
44.4289,-2.0455,11/1/2020,Gs,1,0.1683812
44.4338,-1.8639,10/25/2003,Gs,4,0.223120495
44.4396,-2.0366,10/22/2013,Gs,4,0.064181185
44.4396,-2.036,10/18/2009,Gs,4,0.263961235
44.4524,-1.3214,10/20/2013,Gs,1,0
44.5261,-1.3099,10/26/2016,Gs,1,0.296317501
44.5272,-1.3107,12/18/1999,Gs,1,0.243791477
44.527,-1.3101,11/4/2020,Gs,2,0.102120544
44.5287,-1.3108,10/25/2008,Gs,1,0.076008309
44.5291,-1.3105,11/1/2021,Gs,1,0.235059126
44.5337,-1.3122,10/25/2015,Gs,1,0.542021634
44.5366,-1.8653,10/16/2002,Gs,4,0.373414813
44.5499,-1.3281,10/26/2014,Gs,1,0.064884076
44.5563,-1.318,10/23/2005,Gs,1,0.4185129
44.5567,-1.3184,10/21/2001,Gs,1,0
44.5576,-2.1291,10/25/2010,Gs,6,0.422252991
44.5593,-2.127,10/22/2015,Gs,6,0.295283076
44.5597,-2.1259,10/29/2021,Gs,6,0.391706252
44.5633,-2.13,10/11/1997,Gs,6,0.285749011
44.5639,-2.1479,10/22/2008,Gs,7,0.286316185
44.5641,-2.1298,10/25/2016,Gs,6,0.383302372
44.5643,-2.1466,10/18/2009,Gs,7,0.31793023
44.5657,-2.1479,10/28/2018,Gs,7,0.168246935
44.5693,-2.1493,10/23/2014,Gs,7,0.284070904
44.5706,-1.7088,10/25/2015,Gs,3,0.034807437
44.5708,-1.3267,10/20/2013,Gs,1,0.166898687
44.5711,-2.1324,10/28/2000,Gs,6,0.479805561
44.5713,-2.1321,10/17/2002,Gs,6,0.108986017
44.5718,-2.155,12/15/1999,Gs,7,0.274954432
44.5729,-2.1528,10/23/2013,Gs,7,0.304667034
44.5769,-2.1332,10/19/1998,Gs,6,0.357625837
44.5771,-2.1537,10/23/2012,Gs,7,0.274069215
44.5783,-2.1378,10/18/2009,Gs,6,0.163351
44.5794,-2.1546,10/24/2011,Gs,7,0.320007091
44.579,-2.1347,11/3/2004,Gs,6,0.439364944
44.5801,-2.155,11/1/2020,Gs,6,0.224498183
44.5833,-2.1345,10/19/2001,Gs,6,0.433860569
44.5846,-2.1578,10/25/2003,Gs,7,0.307493418
44.5849,-1.3492,11/4/2020,Gs,2,0.165871851
44.5855,-1.349,10/26/2016,Gs,2,0.097760356
44.5858,-1.3489,11/1/2021,Gs,2,0.443504066
44.585,-2.1614,10/23/2007,Gs,7,0.284530944
44.5864,-1.3526,10/26/2011,Gs,2,0.089118191
44.5864,-2.1373,10/22/2008,Gs,6,0.145369702
44.5872,-1.7816,10/19/2001,Gs,3,0.458664667
44.5873,-1.6024,10/20/1998,Gs,3,0.509730275
44.5881,-2.1652,10/28/2006,Gs,7,0.303350787
44.5888,-1.3502,10/26/2006,Gs,2,0
44.5889,-1.3502,10/17/2009,Gs,2,0.073757986
44.5892,-2.1589,10/17/2002,Gs,7,0.170210067
44.5894,-2.1365,10/25/2005,Gs,6,0
44.5895,-2.1365,10/23/2007,Gs,6,0.083212064
44.5902,-2.1591,11/3/2004,Gs,7,0.274954432
44.5921,-2.137,11/1/2020,Gs,6,0.454977028
44.5928,-1.774,12/15/1999,Gs,3,0.364111844
44.592,-2.1362,10/28/2006,Gs,6,0.164230568
44.5938,-2.1372,10/24/2011,Gs,6,0.183264173
44.5947,-1.6059,10/24/2011,Gs,3,0.501446243
44.5948,-2.1373,10/23/2013,Gs,6,0.133959857
44.5949,-2.1373,10/23/2012,Gs,6,0.440893447
44.5963,-2.1604,10/19/2001,Gs,6,0.340454314
44.5971,-2.1382,10/23/2014,Gs,6,0.336236406
44.5975,-2.1614,10/29/2021,Gs,7,0.197994546
44.5982,-1.7693,10/24/2011,Gs,3,0.323174181
44.5991,-2.1606,10/28/2000,Gs,7,0.397219848
44.5995,-2.1617,10/25/2016,Gs,7,0.314108333
44.6005,-2.1388,12/15/1999,Gs,6,0.309323736
44.6037,-1.7079,10/16/2002,Gs,3,0.093893493
44.6038,-2.1649,10/25/2010,Gs,7,0.063739249
44.6039,-2.1613,10/22/2015,Gs,7,0.348290022
44.6043,-2.1399,10/28/2018,Gs,6,0.240376518
44.6057,-1.7077,10/22/2008,Gs,3,0.037641924
44.6073,-2.1419,10/25/2003,Gs,6,0.335356692
44.6074,-2.1625,10/25/2005,Gs,7,0.163439633
44.6085,-2.0184,10/18/2009,Gs,5,0.285217313
44.6086,-2.0184,10/25/2016,Gs,5,0.007307617
44.6092,-2.0182,10/23/2013,Gs,5,0.039877109
44.6125,-1.6131,10/27/2003,Gs,3,0.270876077
44.6126,-2.0172,11/3/2004,Gs,5,0.000930211
44.6126,-2.0174,10/19/1998,Gs,5,0.536172772
44.6127,-1.9015,10/28/2000,Gs,4,0.011976181
44.6132,-2.0167,10/28/2018,Gs,5,0.075861663
44.6134,-2.0168,10/23/2007,Gs,5,0.143849041
44.614,-2.0145,10/25/2005,Gs,5,0.438155788
44.615,-2.0133,10/11/1997,Gs,5,0.10435632
44.6163,-2.0114,10/27/2003,Gs,5,0.105151662
44.6207,-1.3579,10/20/2012,Gs,2,0.466566794
44.6208,-1.3579,10/25/2018,Gs,2,0.158074963
44.6236,-1.3396,10/27/2003,Gs,1,0.047371176
44.6274,-1.9912,10/19/2001,Gs,5,0.107591908
44.6289,-1.9903,10/28/2000,Gs,5,0.331988174
44.6316,-1.9853,12/15/1999,Gs,5,0.023492364
44.6316,-1.9899,10/22/2008,Gs,5,0.044821052
44.6335,-1.5305,10/21/2001,Gs,2,0.230086153
44.6338,-1.9932,10/23/2012,Gs,5,0.250487012
44.633,-1.9894,10/23/2011,Gs,5,0.251686995
44.6341,-1.3414,10/16/2002,Gs,1,0.410811442
44.6342,-1.9872,10/29/2021,Gs,4,0.329851648
44.6347,-1.9861,11/1/2020,Gs,4,0.312949848
44.6353,-1.9789,10/28/2006,Gs,5,0.380100985
44.6355,-1.9869,10/22/2015,Gs,5,0.344465735
44.6576,-1.3445,10/21/2001,Gs,2,0.017775199
44.719,-1.4061,12/18/1999,Gs,2,0.342006851
44.7323,-1.3754,10/26/2016,Gs,2,0
44.7328,-1.3754,10/27/2011,Gs,2,0
44.7367,-1.375,10/12/1997,Gs,2,0.45642428
44.7367,-1.3764,11/4/2020,Gs,2,0
44.7369,-1.3758,11/1/2021,Gs,2,0.151504594
44.736,-1.3746,10/18/2002,Gs,2,0
44.736,-1.3748,10/24/2007,Gs,2,0
44.7664,-2.0037,10/25/2010,Gs,4,0.040853299
44.766,-2.0066,10/27/2014,Gs,4,0.131428769
44.7694,-1.3733,10/25/2018,Gs,2,0.157886758
44.7698,-1.3735,10/20/2012,Gs,2,0.490524908
44.7707,-1.9779,10/19/2001,Gs,4,0.052377781
44.7824,-2.0509,10/23/2012,Gs,4,0.355474828
44.7995,-1.2814,10/18/2002,Gs,1,0
44.8067,-1.665,10/12/1997,Gs,3,0.078037656
44.8089,-2.0694,12/14/1999,Gs,4,0.12773051
44.8091,-1.6631,10/26/2005,Gs,3,0.255263659
44.8103,-2.0704,10/24/2007,Gs,4,0.01953061
44.8108,-2.0715,10/28/2000,Gs,4,0.278677572
44.8126,-2.0714,10/25/2010,Gs,4,0.393850515
44.8131,-2.0696,10/23/2011,Gs,4,0.312130431
44.8241,-1.6618,10/27/2000,Gs,3,0.197373914
44.8297,-1.8445,10/17/2002,Gs,3,0.100884875
44.8384,-1.8456,10/20/1998,Gs,3,0.374837266
44.8406,-1.8463,10/26/2010,Gs,3,0.31934366
44.844,-1.8466,10/29/2006,Gs,3,0.37773135
44.8632,-1.2864,10/26/2016,Gs,1,0.113347879
44.8636,-1.2864,11/1/2021,Gs,1,0
44.8639,-1.2817,10/24/2007,Gs,1,0.189449204
44.8642,-1.282,10/27/2011,Gs,1,0.06486892
44.8643,-1.2862,11/4/2020,Gs,1,0.304881567
44.8671,-1.2824,10/27/2003,Gs,1,0.513032532
44.8754,-1.2779,10/27/2006,Gs,1,0.499213492
44.875,-1.8517,10/24/2007,Gs,3,0.122066275
44.8792,-1.8529,10/22/2016,Gs,3,0.067168271
44.8823,-1.8531,10/25/2018,Gs,3,0.061659239
44.8831,-1.8537,10/22/2015,Gs,3,0.411237699
44.8832,-1.8535,10/29/2021,Gs,3,0.070856854
44.8837,-1.8533,11/1/2020,Gs,3,0.18608944
44.8969,-1.2679,10/25/2018,Gs,1,0.51057607
44.9076,-1.5365,10/28/2018,Gs,2,0.454408249
44.9098,-1.2626,10/30/2000,Gs,1,0
44.9136,-1.5367,10/18/2002,Gs,2,0.210565538
44.917,-2.2151,10/31/2004,Gs,4,0.385933289
44.9373,-2.2209,10/29/2006,Gs,4,0.296738528
44.938,-2.2202,10/26/2010,Gs,4,0.305252281
44.9406,-2.2217,12/14/1999,Gs,4,0.00012927
44.9425,-2.2221,10/29/2021,Gs,4,0.322249446
44.9425,-2.2224,10/24/2018,Gs,4,0.288090006
44.9433,-2.2217,10/14/1997,Gs,4,0.364806437
44.9453,-2.2183,10/23/2011,Gs,4,0.12494182
44.9463,-1.5406,10/30/2000,Gs,2,0.131663055
44.9473,-2.2235,10/31/2020,Gs,4,0.227978844
44.9498,-2.2245,10/27/2007,Gs,4,0.009752164
45.0295,-2.6602,10/27/2007,Gs,7,0.264000673
45.0311,-1.945,10/27/2014,Gs,3,0.306282096
45.0315,-1.9451,10/26/2005,Gs,3,0.127546266
45.0339,-1.945,12/19/1999,Gs,3,0.168697405
45.0356,-1.9451,10/23/2013,Gs,3,0.454833547
45.035,-1.9433,10/14/1997,Gs,3,0.360690272
45.043,-1.9452,10/26/2010,Gs,3,0.42441608
45.0497,-1.7,10/28/2003,Gs,2,0.39899665
45.0511,-1.6987,10/27/2014,Gs,2,0.079585684
45.0672,-1.9458,10/23/2011,Gs,3,0.411101793
45.0725,-1.9455,10/27/2000,Gs,3,0.362011367
45.0806,-1.6986,10/31/2004,Gs,2,0.483840979
45.0816,-1.7,12/19/1999,Gs,2,0.196674602
45.0817,-1.7017,10/14/1997,Gs,2,0.504386624
45.0852,-1.265,10/24/2013,Gs,1,0.381027411
45.0942,-1.2641,12/18/1999,Gs,1,0.042983811
45.1034,-1.4307,10/19/2009,Gs,2,0.565236931
45.1038,-1.4298,10/26/2016,Gs,2,0.309657508
45.103,-1.4304,10/26/2005,Gs,2,0.512535676
45.1054,-1.4279,10/24/2013,Gs,2,0.04034599
45.1097,-1.4306,12/19/1999,Gs,2,0.201173305
45.1109,-1.4304,10/27/2006,Gs,2,0.402437751
45.1109,-1.4321,10/27/2003,Gs,2,0
45.1111,-1.4302,11/1/2021,Gs,2,0.556332214
45.1172,-2.0936,10/20/1998,Gs,3,0.063275044
45.11,-1.4298,11/4/2020,Gs,2,0.467075406
45.12,-1.2567,10/14/1997,Gs,1,0.378255775
45.131,-2.1361,10/27/2000,Gs,3,0.305459927
45.1328,-2.1444,10/27/2007,Gs,3,0.025827014
45.1357,-2.1652,10/24/2012,Gs,3,0.319674791
45.1383,-2.1686,10/20/2009,Gs,3,0.050191297
45.1425,-1.4302,10/26/2010,Gs,2,0
45.1441,-2.399,10/19/2002,Gs,4,0.275300465
45.1443,-2.1825,10/29/2006,Gs,3,0.066901723
45.1484,-2.1854,10/31/2004,Gs,3,0.077701818
45.1533,-2.3996,10/23/2001,Gs,4,0.03827042
45.1594,-2.2019,10/31/2020,Gs,3,0.197098071
45.1617,-2.2044,10/24/2018,Gs,3,0.14179909
45.1618,-2.2062,10/22/2016,Gs,3,0.04790301
45.1634,-2.2071,10/28/2021,Gs,3,0.09941114
45.1733,-2.2217,10/14/1997,Gs,3,0.204827722
45.1964,-2.5354,10/27/2015,Gn,4,0.091969448
45.1965,-2.5367,10/21/1998,Gn,4,0.229265487
45.1994,-2.5377,10/26/2007,Gn,4,0.262022719
45.212,-1.279,10/26/2015,Gs,1,0.395966744
45.215,-3.15,10/17/1997,Gn,6,0.182890835
45.2169,-1.2785,10/26/2008,Gs,1,0.106769199
45.2262,-3.1403,10/23/1998,Gn,6,0.247713397
45.2264,-2.5489,10/22/2010,Gn,4,0.474815784
45.2275,-3.1336,10/22/2010,Gn,6,0.399557323
45.227,-2.5496,12/14/1999,Gn,4,0.503653543
45.2329,-2.553,10/24/2012,Gn,4,0.391724002
45.2332,-2.5517,10/19/2002,Gn,4,0.087387333
45.2351,-3.1306,10/27/2005,Gn,6,0.432434773
45.2371,-3.1301,10/24/2003,Gn,6,0.318296069
45.2483,-1.2779,10/20/2012,Gs,1,0.457806789
45.2487,-3.1173,10/26/2000,Gn,6,0.274954432
45.2495,-3.1075,10/27/2008,Gn,6,0.14616728
45.252,-3.1077,10/25/2012,Gn,6,0.320423899
45.2572,-2.749,10/20/2009,Gn,4,0.103174131
45.2602,-2.754,10/28/2021,Gn,4,0.062679309
45.2613,-2.7547,10/24/2012,Gn,4,0.044050175
45.2613,-2.7553,10/21/2016,Gn,4,0.002188798
45.2618,-2.7554,10/22/2010,Gn,4,0.229438184
45.2619,-2.7561,10/31/2020,Gn,4,0.401720161
45.2621,-3.2595,10/21/2009,Gn,7,0.154569862
45.2622,-1.4463,10/18/2002,Gs,2,0.252842606
45.2626,-1.4415,10/27/2010,Gs,2,0.325598332
45.2629,-2.7568,10/22/2011,Gn,4,0.128188754
45.2634,-3.2626,10/27/2005,Gn,7,0.411939362
45.2641,-1.4741,10/28/2003,Gs,2,0.401243253
45.2645,-3.2645,10/25/2013,Gn,7,0.293495333
45.2648,-3.2647,10/21/2016,Gn,7,0
45.2653,-3.2662,10/26/2007,Gn,7,0.344864817
45.2654,-1.4631,12/19/1999,Gs,2,0.429481024
45.2664,-1.6592,10/30/2000,Gs,2,0.335532632
45.2688,-3.261,12/13/1999,Gn,7,0
45.2694,-3.2635,11/4/2004,Gn,7,0.39317246
45.2708,-3.2654,10/26/2000,Gn,7,0.274954432
45.2708,-3.273,10/25/2012,Gn,7,0.369657202
45.2718,-3.2715,10/27/2008,Gn,7,0.296950787
45.2738,-3.2638,10/23/2006,Gn,7,0.402907764
45.2741,-3.2751,10/30/2020,Gn,7,0
45.2781,-3.2687,10/24/2003,Gn,7,0.274954432
45.2815,-3.279,10/23/2018,Gn,7,0.260881442
45.2823,-2.7855,10/24/2018,Gn,4,0.133692032
45.2825,-2.7837,10/27/2008,Gn,4,0.371824846
45.2826,-2.7871,10/21/2015,Gn,4,0.148353732
45.2828,-3.2792,10/27/2021,Gn,7,0
45.2838,-2.7908,10/27/2000,Gn,4,0.311308914
45.2838,-3.2743,10/19/2002,Gn,7,0.227597483
45.2844,-2.7882,11/20/2017,Gn,4,0.033330316
45.2845,-2.7879,10/26/2007,Gn,4,0.403590306
45.2845,-3.2802,10/29/2017,Gn,7,0.204531051
45.2846,-2.7904,10/29/2006,Gn,4,0.045933669
45.2856,-2.7919,10/21/1998,Gn,4,0.428504537
45.285,-2.7888,10/25/2013,Gn,4,0.362857028
45.2867,-2.7938,12/14/1999,Gn,4,0.444263524
45.2888,-3.2809,10/21/2010,Gn,7,0.272604071
45.288,-3.2814,10/21/2015,Gn,7,0.177544315
45.289,-3.2742,10/18/2001,Gn,7,0.309323736
45.2942,-3.1085,10/24/2003,Gn,5,0.442833916
45.2997,-3.1106,10/21/2010,Gn,5,0.465457416
45.3113,-1.7587,10/27/2007,Gs,2,0.147256109
45.3147,-1.7802,10/18/2002,Gs,2,0.026308374
45.3213,-3.1308,10/19/2002,Gn,5,0.519542546
45.3218,-1.815,10/31/2004,Gs,2,0
45.3218,-1.8171,10/20/1998,Gs,2,0
45.3279,-2.2968,10/27/2000,Gn,3,0.422472197
45.3372,-2.1181,10/14/2002,Gn,3,0.266082553
45.3419,-2.6275,10/31/2020,Gn,4,0.162840654
45.3442,-2.6285,10/28/2021,Gn,4,0.064224894
45.3462,-2.63,10/24/2018,Gn,4,0.105780537
45.3498,-2.6308,10/21/2015,Gn,4,0.379944021
45.3516,-2.6732,10/23/2001,Gn,4,0.032673609
45.3583,-3.2191,10/21/2009,Gn,6,0.333914362
45.3658,-3.2278,12/13/1999,Gn,6,0.29818702
45.3675,-3.2283,10/26/2000,Gn,6,0.28917471
45.3733,-2.6386,10/22/2010,Gn,4,0.391959176
45.3733,-2.64,10/13/1997,Gn,4,0.117269267
45.3753,-3.2321,10/23/1998,Gn,6,0.456633548
45.3767,-2.6404,10/27/2008,Gn,4,0.089186732
45.3773,-2.6415,10/21/2016,Gn,4,0.052473408
45.3783,-2.395,10/13/1997,Gn,3,0.121487678
